GEOID,county,tract,ma_lf_b12,un_w16-50_b12_lf,total_lf_b12
06001450200,001,450200,24,20,44
06001427800,001,427800,53,0,53
06001428301,001,428301,31,20,51
06001433000,001,433000,9,12,21
06001433200,001,433200,94,60,154
06001435200,001,435200,10,0,10
06001436402,001,436402,24,0,24
06067988300,067,988300,0,0,0
06059110115,059,110115,0,28,28
06059110116,059,110116,0,0,0
06059110203,059,110203,48,7,55
06059110606,059,110606,33,0,33
06059001802,059,001802,81,74,155
06059011000,059,011000,19,0,19
06059011200,059,011200,0,0,0
06059011502,059,011502,23,0,23
06059011602,059,011602,12,0,12
06059011712,059,011712,23,11,34
06059011715,059,011715,81,0,81
06059011718,059,011718,40,0,40
06059021905,059,021905,0,0,0
06059032012,059,032012,15,0,15
06059032020,059,032020,59,0,59
06059032022,059,032022,65,0,65
06059032027,059,032027,92,73,165
06059001301,059,001301,52,34,86
06059001304,059,001304,13,10,23
06037403312,037,403312,30,17,47
06037238000,037,238000,0,0,0
06037238320,037,238320,33,35,68
06085508202,085,508202,34,15,49
06085509108,085,509108,70,0,70
06085509109,085,509109,66,7,73
06085509404,085,509404,114,65,179
06085509500,085,509500,16,0,16
06037238400,037,238400,7,0,7
06037242600,037,242600,0,46,46
06037243100,037,243100,31,61,92
06037264302,037,264302,25,0,25
06037403317,037,403317,20,0,20
06037403318,037,403318,51,0,51
06085501402,085,501402,24,25,49
06085502301,085,502301,30,18,48
06085501101,085,501101,31,30,61
06085501102,085,501102,26,22,48
06085501401,085,501401,16,2,18
06085502302,085,502302,43,0,43
06085502604,085,502604,30,0,30
06085503117,085,503117,22,0,22
06085503118,085,503118,27,35,62
06085503121,085,503121,26,11,37
06085503122,085,503122,30,0,30
06085502603,085,502603,25,0,25
06085503123,085,503123,9,0,9
06037265305,037,265305,0,0,0
06037265420,037,265420,0,0,0
06037267100,037,267100,106,0,106
06037267800,037,267800,0,0,0
06037269000,037,269000,12,0,12
06037269300,037,269300,30,0,30
06037269500,037,269500,60,0,60
06037269800,037,269800,0,0,0
06037271802,037,271802,64,14,78
06037273200,037,273200,11,11,22
06037275200,037,275200,45,0,45
06037293304,037,293304,0,22,22
06037264301,037,264301,0,0,0
06037540901,037,540901,0,21,21
06037541200,037,541200,25,55,80
06037541605,037,541605,19,0,19
06037541606,037,541606,0,7,7
06001409100,001,409100,14,0,14
06001409400,001,409400,19,30,49
06001410300,001,410300,23,0,23
06001420300,001,420300,0,0,0
06001423200,001,423200,0,13,13
06001423300,001,423300,21,29,50
06001423601,001,423601,12,0,12
06001427700,001,427700,0,0,0
06037271400,037,271400,0,16,16
06037271701,037,271701,27,0,27
06037271801,037,271801,0,0,0
06037273800,037,273800,0,0,0
06037276400,037,276400,8,0,8
06037276500,037,276500,0,0,0
06037277100,037,277100,28,0,28
06037293201,037,293201,19,83,102
06073003101,073,003101,0,29,29
06073003111,073,003111,31,32,63
06073003114,073,003114,15,11,26
06073003212,073,003212,0,15,15
06073003303,073,003303,13,13,26
06073003902,073,003902,0,0,0
06073005300,073,005300,5,0,5
06073005400,073,005400,24,0,24
06067007427,067,007427,35,53,88
06067007428,067,007428,0,0,0
06067007429,067,007429,0,30,30
06067007430,067,007430,99,37,136
06067007301,067,007301,0,20,20
06067007431,067,007431,8,0,8
06067007432,067,007432,8,0,8
06067007433,067,007433,33,0,33
06067008505,067,008505,5,0,5
06067008506,067,008506,18,0,18
06067008507,067,008507,61,18,79
06067008508,067,008508,21,0,21
06067008509,067,008509,17,0,17
06085512052,085,512052,33,12,45
06085512053,085,512053,23,19,42
06085512311,085,512311,27,0,27
06085512312,085,512312,40,25,65
06085512310,085,512310,12,0,12
06085512314,085,512314,7,7,14
06085512313,085,512313,58,11,69
06073016502,073,016502,18,10,28
06073002702,073,002702,51,17,68
06073001000,073,001000,0,0,0
06073001300,073,001300,17,34,51
06073001500,073,001500,13,0,13
06073002703,073,002703,17,50,67
06073002903,073,002903,24,0,24
06073003108,073,003108,28,6,34
06073003207,073,003207,0,0,0
06073003214,073,003214,82,8,90
06073003403,073,003403,0,69,69
06073003603,073,003603,25,12,37
06073004000,073,004000,0,22,22
06073004900,073,004900,85,0,85
06073005500,073,005500,12,0,12
06073006300,073,006300,0,0,0
06073006802,073,006802,31,3,34
06073006900,073,006900,27,0,27
06073007301,073,007301,0,0,0
06073007400,073,007400,118,0,118
06073007501,073,007501,1,0,1
06073020306,073,020306,71,18,89
06073020403,073,020403,60,64,124
06073020405,073,020405,17,0,17
06073020602,073,020602,42,27,69
06073020705,073,020705,14,0,14
06073020708,073,020708,65,0,65
06073020805,073,020805,0,0,0
06073020809,073,020809,51,0,51
06073020903,073,020903,22,2,24
06073021000,073,021000,0,0,0
06073013102,073,013102,48,0,48
06073013205,073,013205,40,4,44
06073013302,073,013302,0,22,22
06073013604,073,013604,0,0,0
06073013605,073,013605,20,0,20
06037403324,037,403324,15,0,15
06037403405,037,403405,0,0,0
06037403703,037,403703,43,0,43
06037404501,037,404501,0,0,0
06037405201,037,405201,0,0,0
06037405202,037,405202,35,6,41
06037406101,037,406101,36,0,36
06037407200,037,407200,0,15,15
06037408202,037,408202,0,0,0
06037408706,037,408706,23,0,23
06037430301,037,430301,7,0,7
06037430302,037,430302,0,0,0
06037432000,037,432000,0,0,0
06037432101,037,432101,9,0,9
06037432102,037,432102,11,4,15
06037432201,037,432201,0,0,0
06037433401,037,433401,8,18,26
06037433403,037,433403,0,23,23
06037433700,037,433700,9,0,9
06037433801,037,433801,20,17,37
06037433901,037,433901,17,59,76
06037461400,037,461400,10,0,10
06037463400,037,463400,21,0,21
06037480202,037,480202,33,0,33
06037480400,037,480400,9,0,9
06037127910,037,127910,53,23,76
06037127920,037,127920,15,0,15
06037572400,037,572400,13,6,19
06037572800,037,572800,0,6,6
06037573201,037,573201,17,10,27
06037573300,037,573300,8,40,48
06037218210,037,218210,24,0,24
06037218600,037,218600,0,9,9
06037218900,037,218900,0,10,10
06037219300,037,219300,31,22,53
06085511302,085,511302,32,0,32
06085511704,085,511704,0,0,0
06085511608,085,511608,0,0,0
06085511609,085,511609,47,0,47
06085511705,085,511705,4,0,4
06085511707,085,511707,8,0,8
06085511915,085,511915,14,0,14
06085511916,085,511916,0,25,25
06071009906,071,009906,0,0,0
06071009908,071,009908,14,52,66
06071009910,071,009910,67,0,67
06071009911,071,009911,14,0,14
06071009912,071,009912,14,10,24
06071009913,071,009913,24,8,32
06071010025,071,010025,0,42,42
06071010026,071,010026,119,0,119
06059075701,059,075701,50,74,124
06059075811,059,075811,8,0,8
06059075901,059,075901,7,0,7
06059076202,059,076202,67,16,83
06059086404,059,086404,36,33,69
06059086405,059,086405,26,0,26
06059086601,059,086601,0,0,0
06059087704,059,087704,59,0,59
06059087806,059,087806,48,0,48
06059088107,059,088107,15,13,28
06065042901,065,042901,24,39,63
06065042902,065,042902,23,0,23
06065043216,065,043216,0,0,0
06065031002,065,031002,22,0,22
06065041411,065,041411,0,0,0
06065041702,065,041702,45,0,45
06065042508,065,042508,0,8,8
06065043703,065,043703,11,0,11
06065041803,065,041803,0,0,0
06065042405,065,042405,16,58,74
06065043304,065,043304,27,0,27
06065042003,065,042003,48,19,67
06071010417,071,010417,0,0,0
06071010419,071,010419,0,0,0
06071010420,071,010420,27,0,27
06071010421,071,010421,17,0,17
06071010422,071,010422,0,0,0
06071010423,071,010423,17,0,17
06071010424,071,010424,0,0,0
06071010803,071,010803,0,0,0
06071010804,071,010804,0,0,0
06071010901,071,010901,19,34,53
06071010902,071,010902,9,0,9
06071011001,071,011001,0,0,0
06071011002,071,011002,0,0,0
06037271600,037,271600,15,19,34
06037463000,037,463000,31,0,31
06037293302,037,293302,32,55,87
06037460502,037,460502,55,0,55
06037195710,037,195710,0,0,0
06037139502,037,139502,32,0,32
06037143300,037,143300,0,0,0
06037211910,037,211910,0,0,0
06037213201,037,213201,0,52,52
06037800324,037,800324,31,0,31
06037800326,037,800326,20,0,20
06037701801,037,701801,30,0,30
06037702600,037,702600,12,10,22
06037703200,037,703200,78,20,98
06037800325,037,800325,13,0,13
06037900102,037,900102,0,0,0
06037900501,037,900501,19,12,31
06037901205,037,901205,33,68,101
06037910602,037,910602,22,0,22
06037920314,037,920314,0,7,7
06037920036,037,920036,9,0,9
06065042711,065,042711,20,0,20
06065043702,065,043702,0,46,46
06065031502,065,031502,26,77,103
06065040902,065,040902,0,33,33
06059021809,059,021809,7,5,12
06059021812,059,021812,11,0,11
06059021820,059,021820,21,0,21
06059021822,059,021822,33,0,33
06059021828,059,021828,20,0,20
06059021919,059,021919,19,0,19
06059021922,059,021922,83,0,83
06059021923,059,021923,38,0,38
06059032023,059,032023,33,28,61
06059032055,059,032055,37,0,37
06059099215,059,099215,62,0,62
06059099226,059,099226,0,0,0
06059099231,059,099231,0,0,0
06059099241,059,099241,11,0,11
06037222600,037,222600,0,9,9
06037533803,037,533803,43,18,61
06037534101,037,534101,0,0,0
06037219010,037,219010,0,0,0
06037219020,037,219020,0,9,9
06037231400,037,231400,22,71,93
06037234700,037,234700,15,0,15
06037235202,037,235202,13,35,48
06037237600,037,237600,0,10,10
06037237800,037,237800,15,16,31
06037239310,037,239310,4,3,7
06037239320,037,239320,24,58,82
06037240300,037,240300,0,64,64
06037240800,037,240800,5,50,55
06037123104,037,123104,38,23,61
06037124600,037,124600,0,0,0
06037127102,037,127102,0,53,53
06037128302,037,128302,0,17,17
06037128702,037,128702,0,0,0
06037503202,037,503202,9,0,9
06037503501,037,503501,5,0,5
06037503502,037,503502,0,0,0
06037504102,037,504102,0,0,0
06037265700,037,265700,17,50,67
06037267300,037,267300,110,0,110
06067009006,067,009006,12,60,72
06067009112,067,009112,53,0,53
06067009319,067,009319,32,14,46
06067009320,067,009320,62,7,69
06067009321,067,009321,29,11,40
06067009322,067,009322,106,106,212
06067009617,067,009617,52,0,52
06067009618,067,009618,44,23,67
06067009619,067,009619,33,44,77
06067006800,067,006800,19,27,46
06067005601,067,005601,0,35,35
06067005606,067,005606,25,0,25
06067006004,067,006004,11,0,11
06067007010,067,007010,9,0,9
06073020015,073,020015,31,0,31
06073020024,073,020024,46,15,61
06073020106,073,020106,0,0,0
06073020206,073,020206,34,20,54
06073020209,073,020209,0,0,0
06037104204,037,104204,4,11,15
06037104403,037,104403,21,0,21
06037104404,037,104404,0,5,5
06037104703,037,104703,0,0,0
06037104704,037,104704,25,72,97
06037104821,037,104821,0,0,0
06037104822,037,104822,0,0,0
06037106405,037,106405,0,0,0
06037106406,037,106406,33,16,49
06037800331,037,800331,16,0,16
06037800332,037,800332,0,0,0
06037800406,037,800406,8,0,8
06037800408,037,800408,15,0,15
06037800410,037,800410,13,0,13
06071002038,071,002038,0,0,0
06071002103,071,002103,37,99,136
06071002105,071,002105,50,21,71
06071002107,071,002107,0,21,21
06071002109,071,002109,12,19,31
06071002110,071,002110,139,0,139
06071002206,071,002206,53,66,119
06071002207,071,002207,15,0,15
06071002304,071,002304,90,0,90
06071002305,071,002305,45,0,45
06071002306,071,002306,14,1,15
06071002307,071,002307,12,12,24
06071002604,071,002604,7,37,44
06071002606,071,002606,24,12,36
06071002607,071,002607,12,17,29
06071002703,071,002703,0,0,0
06071002704,071,002704,18,0,18
06071002705,071,002705,49,0,49
06071002706,071,002706,63,37,100
06071002801,071,002801,17,74,91
06071003301,071,003301,5,0,5
06071002803,071,002803,13,16,29
06001424001,001,424001,21,0,21
06001432700,001,432700,0,10,10
06085509403,085,509403,56,0,56
06085509802,085,509802,22,0,22
06085510200,085,510200,52,0,52
06085510600,085,510600,50,0,50
06085511800,085,511800,0,0,0
06085511907,085,511907,23,0,23
06085511909,085,511909,0,0,0
06085512021,085,512021,25,4,29
06085512026,085,512026,42,0,42
06085503802,085,503802,40,0,40
06085503803,085,503803,17,54,71
06085503804,085,503804,32,12,44
06085504307,085,504307,25,0,25
06085504311,085,504311,113,0,113
06085504413,085,504413,17,0,17
06085504420,085,504420,0,0,0
06085505007,085,505007,26,13,39
06085505402,085,505402,11,9,20
06085506204,085,506204,0,0,0
06085506305,085,506305,42,0,42
06085506402,085,506402,27,0,27
06085506703,085,506703,20,14,34
